CustomerID,Recency,Frequency,Monetary,F_Score,R_Score,M_Score,RFM_Score,RFM_Segment
13095,71,1,74.39999999999999,2,2,1,221,Others
13097,33,10,6003.22,4,3,4,344,Potential Loyalist
13098,1,28,28882.44,4,4,4,444,Champions
13099,99,1,207.36,2,2,2,222,Others
13101,234,1,101.19,2,1,2,122,Others
13102,1,24,6424.09,4,4,4,444,Champions
13103,40,1,243.94,2,3,2,322,Others
13104,3,6,1098.48,4,4,3,443,Loyal
13106,133,1,76.5,2,2,1,221,Others
13107,44,4,1531.62,3,3,4,334,Potential Loyalist
13108,373,1,350.06,2,1,2,122,Others
13109,60,2,786.54,3,2,3,233,Others
13110,31,7,1488.67,4,3,3,343,Potential Loyalist
13113,1,24,12245.96,4,4,4,444,Champions
13115,12,4,2294.78,3,4,4,434,Loyal
13116,138,1,501.14,2,2,3,223,Others
13117,22,8,984.91,4,3,3,343,Potential Loyalist
13118,20,5,1197.81,4,3,3,343,Potential Loyalist
13120,239,1,30.6,2,1,1,121,Others
13121,269,1,283.73,2,1,2,122,Others
13122,94,2,922.39,3,2,3,233,Others
13124,90,3,3756.33,3,2,4,234,Others
13126,5,8,2099.64,4,4,4,444,Champions
13127,78,1,259.17,2,2,2,222,Others
13130,94,1,64.0,2,2,1,221,Others
13131,23,3,1073.3,3,3,3,333,Potential Loyalist
13132,262,1,77.3,2,1,1,121,Others
13133,274,2,109.8,3,1,2,132,Others
13134,86,4,1793.58,3,2,4,234,Others
13135,197,1,3096.0,2,1,4,124,At-Risk
13136,56,5,2607.61,4,2,4,244,Others
13137,11,8,3603.29,4,4,4,444,Champions
13138,22,6,962.39,4,3,3,343,Potential Loyalist
13139,16,7,5064.94,4,4,4,444,Champions
13140,108,3,422.47,3,2,2,232,Others
13141,85,5,2388.75,4,2,4,244,Others
13142,19,1,307.09000000000003,2,3,2,322,Others
13144,333,1,110.95,2,1,2,122,Others
13145,40,4,618.52,3,3,3,333,Potential Loyalist
13146,26,1,228.91,2,3,2,322,Others
13147,10,4,712.8,3,4,3,433,Loyal
13148,29,12,3683.26,4,3,4,344,Potential Loyalist
13149,14,4,1676.06,3,4,4,434,Loyal
13151,296,1,1257.87,2,1,3,123,At-Risk
13153,6,1,486.22,2,4,2,422,Others
13155,33,4,971.76,3,3,3,333,Potential Loyalist
13157,49,4,1741.22,3,3,4,334,Potential Loyalist
13158,95,4,1201.06,3,2,3,233,Others
13159,9,4,1429.35,3,4,3,433,Loyal
13160,22,1,91.8,2,3,1,321,Others
13161,313,1,112.75,2,1,2,122,Others
13162,122,4,1688.29,3,2,4,234,Others
13165,46,2,1021.48,3,3,3,333,Potential Loyalist
13166,283,1,417.2,2,1,2,122,Others
13167,19,4,791.33,3,3,3,333,Potential Loyalist
13168,36,4,1299.59,3,3,3,333,Potential Loyalist
13169,64,2,712.88,3,2,3,233,Others
13170,27,1,108.81,2,3,2,322,Others
13171,22,3,468.41,3,3,2,332,Potential Loyalist
13173,4,2,353.65000000000003,3,4,2,432,Loyal
13174,16,3,2742.82,3,4,4,434,Loyal
13176,46,1,481.49,2,3,2,322,Others
13177,65,1,282.45,2,2,2,222,Others
13178,26,11,5725.47,4,3,4,344,Potential Loyalist
13182,45,1,121.18,2,3,2,322,Others
13183,8,9,3957.78,4,4,4,444,Champions
13184,15,10,1668.95,4,4,4,444,Champions
13185,268,1,71.4,2,1,1,121,Others
13186,40,3,1575.89,3,3,4,334,Potential Loyalist
13187,337,1,236.02,2,1,2,122,Others
13188,11,1,114.6,2,4,2,422,Others
13189,19,2,260.68,3,3,2,332,Potential Loyalist
13192,95,2,911.94,3,2,3,233,Others
13193,61,1,112.08,2,2,2,222,Others
13194,136,1,60.7,2,2,1,221,Others
13196,11,4,1797.78,3,4,4,434,Loyal
13198,10,6,3401.24,4,4,4,444,Champions
13199,4,38,9817.12,4,4,4,444,Champions
13200,19,4,870.09,3,3,3,333,Potential Loyalist
13203,10,4,869.46,3,4,3,433,Loyal
13207,15,2,250.26,3,4,2,432,Loyal
13208,59,6,1217.65,4,2,3,243,Others
13209,30,8,5891.61,4,3,4,344,Potential Loyalist
13210,94,1,353.48,2,2,2,222,Others
13211,10,3,1095.42,3,4,3,433,Loyal
13212,20,3,786.83,3,3,3,333,Potential Loyalist
13213,57,5,1520.58,4,2,4,244,Others
13216,268,1,333.74,2,1,2,122,Others
13217,122,3,533.98,3,2,3,233,Others
13218,127,1,62.63999999999999,2,2,1,221,Others
13220,78,4,819.2900000000001,3,2,3,233,Others
13221,240,2,847.41,3,1,3,133,At-Risk
13223,200,2,163.2,3,1,2,132,Others
13224,60,2,2155.95,3,2,4,234,Others
13225,3,7,6463.84,4,4,4,444,Champions
13226,273,1,108.21,2,1,2,122,Others
13227,202,1,257.7,2,1,2,122,Others
13228,81,1,358.0,2,2,2,222,Others
13229,226,1,160.95,2,1,2,122,Others
13230,4,14,2755.63,4,4,4,444,Champions
13232,13,7,1328.35,4,4,3,443,Loyal
13233,74,2,605.12,3,2,3,233,Others
13235,212,1,1031.07,2,1,3,123,At-Risk
13236,25,2,744.85,3,3,3,333,Potential Loyalist
13238,17,4,700.73,3,4,3,433,Loyal
13239,262,1,329.56,2,1,2,122,Others
13240,96,4,663.65,3,2,3,233,Others
13242,112,3,270.40000000000003,3,2,2,232,Others
13243,203,1,585.12,2,1,3,123,At-Risk
13244,93,1,121.74,2,2,2,222,Others
13245,51,1,430.5,2,3,2,322,Others
13246,18,6,1961.52,4,4,4,444,Champions
13247,18,4,501.12,3,4,3,433,Loyal
13248,125,2,465.68,3,2,2,232,Others
13249,92,3,711.41,3,2,3,233,Others
13253,157,2,1030.4,3,1,3,133,At-Risk
13255,9,2,399.51,3,4,2,432,Loyal
13256,14,1,0.0,2,4,1,421,Others
13258,12,3,672.83,3,4,3,433,Loyal
13259,62,1,283.18,2,2,2,222,Others
13260,61,1,557.62,2,2,3,223,Others
13261,269,2,944.1,3,1,3,133,At-Risk
13262,263,1,200.29,2,1,2,122,Others
13263,1,35,7436.93,4,4,4,444,Champions
13265,53,5,2092.66,4,2,4,244,Others
13266,11,12,3834.26,4,4,4,444,Champions
13267,3,19,4521.49,4,4,4,444,Champions
13268,18,11,3174.75,4,4,4,444,Champions
13269,1,15,5343.28,4,4,4,444,Champions
13270,366,1,590.0,2,1,3,123,At-Risk
13271,37,1,211.49,2,3,2,322,Others
13272,31,2,276.56,3,3,2,332,Potential Loyalist
13273,113,1,138.98,2,2,2,222,Others
13276,64,2,590.9300000000001,3,2,3,233,Others
13277,16,4,258.4,3,4,2,432,Loyal
13278,41,1,542.73,2,3,3,323,Others
13279,78,1,137.75,2,2,2,222,Others
13280,122,3,798.46,3,2,3,233,Others
13282,18,3,1132.14,3,4,3,433,Loyal
13283,60,2,93.66,3,2,1,231,Others
13284,331,1,201.19,2,1,2,122,Others
13285,23,4,2709.12,3,3,4,334,Potential Loyalist
13291,156,1,361.11,2,1,2,122,Others
13292,39,2,578.9399999999999,3,3,3,333,Potential Loyalist
13294,190,2,873.74,3,1,3,133,At-Risk
13295,360,1,201.2,2,1,2,122,Others
13296,137,1,87.4,2,2,1,221,Others
13297,8,4,2089.85,3,4,4,434,Loyal
13298,1,1,360.0,2,4,2,422,Others
13299,268,1,142.5,2,1,2,122,Others
13300,169,1,371.89,2,1,2,122,Others
13301,104,4,618.09,3,2,3,233,Others
13302,155,1,63.75,2,1,1,121,Others
13304,351,1,300.42,2,1,2,122,Others
13305,4,10,2000.86,4,4,4,444,Champions
13307,120,1,15.0,2,2,1,221,Others
13308,23,3,1385.51,3,3,3,333,Potential Loyalist
13309,7,5,1456.79,4,4,3,443,Loyal
13310,28,3,1132.03,3,3,3,333,Potential Loyalist
13311,4,2,598.57,3,4,3,433,Loyal
13313,22,5,1555.3200000000002,4,3,4,344,Potential Loyalist
13314,2,3,775.94,3,4,3,433,Loyal
13316,37,4,5732.93,3,3,4,334,Potential Loyalist
13317,66,6,2273.68,4,2,4,244,Others
13318,1,3,640.76,3,4,3,433,Loyal
13319,5,26,10845.55,4,4,4,444,Champions
13320,78,4,1532.2,3,2,4,234,Others
13321,72,2,567.36,3,2,3,233,Others
13322,17,1,199.48,2,4,2,422,Others
13323,3,5,787.85,4,4,3,443,Loyal
13324,36,10,7121.95,4,3,4,344,Potential Loyalist
13325,82,1,675.3,2,2,3,223,Others
13327,39,8,3627.77,4,3,4,344,Potential Loyalist
13328,316,1,1308.48,2,1,3,123,At-Risk
13329,32,2,789.0,3,3,3,333,Potential Loyalist
13330,93,3,1140.93,3,2,3,233,Others
13332,14,1,350.9,2,4,2,422,Others
13334,82,3,3502.32,3,2,4,234,Others
13336,77,1,795.12,2,2,3,223,Others
13338,158,1,487.02,2,1,2,122,Others
13339,201,1,860.12,2,1,3,123,At-Risk
13340,45,7,10736.48,4,3,4,344,Potential Loyalist
13341,261,1,775.85,2,1,3,123,At-Risk
13343,178,1,353.43,2,1,2,122,Others
13344,68,3,2511.69,3,2,4,234,Others
13345,288,1,389.5,2,1,2,122,Others
13347,70,1,341.35999999999996,2,2,2,222,Others
13348,64,1,233.76,2,2,2,222,Others
13349,11,1,247.32,2,4,2,422,Others
13350,16,2,979.12,3,4,3,433,Loyal
13351,66,1,373.94,2,2,2,222,Others
13352,60,1,397.98,2,2,2,222,Others
13354,71,1,743.53,2,2,3,223,Others
13355,122,1,674.7,2,2,3,223,Others
13356,80,1,768.24,2,2,3,223,Others
13357,257,1,609.4,2,1,3,123,At-Risk
13358,269,1,439.03,2,1,2,122,Others
13359,64,1,439.56,2,2,2,222,Others
13362,9,4,3090.74,3,4,4,434,Loyal
13363,18,2,992.5,3,4,3,433,Loyal
13364,71,1,134.96,2,2,2,222,Others
13365,34,2,2225.37,3,3,4,334,Potential Loyalist
13366,50,1,56.16,2,3,1,321,Others
13368,257,2,623.4,3,1,3,133,At-Risk
13369,366,1,308.28000000000003,2,1,2,122,Others
13370,372,1,754.87,2,1,3,123,At-Risk
13372,90,1,378.64,2,2,2,222,Others
13373,61,3,3312.25,3,2,4,234,Others
13375,89,1,778.65,2,2,3,223,Others
13376,99,3,1019.76,3,2,3,233,Others
13379,26,3,572.56,3,3,3,333,Potential Loyalist
13381,32,6,3639.31,4,3,4,344,Potential Loyalist
13382,281,1,222.99,2,1,2,122,Others
13384,31,7,4151.93,4,3,4,344,Potential Loyalist
13385,330,1,534.57,2,1,3,123,At-Risk
13388,131,2,677.1,3,2,3,233,Others
13389,11,3,797.96,3,4,3,433,Loyal
13390,75,1,544.08,2,2,3,223,Others
13391,204,1,59.8,2,1,1,121,Others
13394,2,8,2520.02,4,4,4,444,Champions
13395,185,1,307.72,2,1,2,122,Others
13396,29,2,1360.99,3,3,3,333,Potential Loyalist
13397,73,5,1544.13,4,2,4,244,Others
13398,192,1,457.34,2,1,2,122,Others
13402,127,2,621.23,3,2,3,233,Others
13403,18,1,75.0,2,4,1,421,Others
13404,1,2,252.49,3,4,2,432,Loyal
13405,74,3,572.451,3,2,3,233,Others
13408,2,62,28117.04,4,4,4,444,Champions
13410,24,5,1003.06,4,3,3,343,Potential Loyalist
13411,107,1,213.55,2,2,2,222,Others
13414,134,3,1390.5,3,2,3,233,Others
13416,44,2,712.5,3,3,3,333,Potential Loyalist
13417,5,2,640.83,3,4,3,433,Loyal
13418,12,18,6127.43,4,4,4,444,Champions
13419,64,1,221.06,2,2,2,222,Others
13420,150,2,159.85,3,1,2,132,Others
13421,40,2,1833.71,3,3,4,334,Potential Loyalist
13422,64,1,2626.3,2,2,4,224,Others
13425,108,3,1624.21,3,2,4,234,Others
13426,1,10,3641.32,4,4,4,444,Champions
13427,19,3,582.6,3,3,3,333,Potential Loyalist
13428,10,1,201.78,2,4,2,422,Others
13429,11,4,1006.8,3,4,3,433,Loyal
13430,19,2,679.4499999999999,3,3,3,333,Potential Loyalist
13431,67,2,1269.1,3,2,3,233,Others
13434,74,2,534.24,3,2,3,233,Others
13435,5,7,3809.89,4,4,4,444,Champions
13436,2,1,196.89,2,4,2,422,Others
13437,14,7,3408.06,4,4,4,444,Champions
13439,255,1,283.71,2,1,2,122,Others
13441,92,1,296.64,2,2,2,222,Others
13447,23,3,1129.14,3,3,3,333,Potential Loyalist
13448,17,6,3534.69,4,4,4,444,Champions
13449,24,1,291.88,2,3,2,322,Others
13450,27,6,2043.72,4,3,4,344,Potential Loyalist
13451,26,5,2898.26,4,3,4,344,Potential Loyalist
13452,259,2,590.0,3,1,3,133,At-Risk
13453,166,2,356.97999999999996,3,1,2,132,Others
13455,25,2,1058.34,3,3,3,333,Potential Loyalist
13456,18,6,1766.72,4,4,4,444,Champions
13458,7,14,9646.57,4,4,4,444,Champions
13460,29,2,183.44,3,3,2,332,Potential Loyalist
13461,39,3,1445.0,3,3,3,333,Potential Loyalist
13462,253,1,151.5,2,1,2,122,Others
13464,58,1,674.68,2,2,3,223,Others
13466,184,1,307.90000000000003,2,1,2,122,Others
13467,11,2,1071.91,3,4,3,433,Loyal
13468,2,37,5704.97,4,4,4,444,Champions
13470,99,2,165.0,3,2,2,232,Others
13471,1,4,2501.84,3,4,4,434,Loyal
13473,61,2,422.64,3,2,2,232,Others
13474,236,1,226.84,2,1,2,122,Others
13475,191,4,1431.78,3,1,3,133,At-Risk
13476,179,2,1238.47,3,1,3,133,At-Risk
13477,38,6,1454.58,4,3,3,343,Potential Loyalist
13479,201,2,300.95,3,1,2,132,Others
13481,46,5,1804.56,4,3,4,344,Potential Loyalist
13482,232,1,184.64,2,1,2,122,Others
13483,66,1,140.34,2,2,2,222,Others
13484,241,1,313.8,2,1,2,122,Others
13485,233,1,454.24,2,1,2,122,Others
13486,78,3,1122.41,3,2,3,233,Others
13487,58,3,575.4,3,2,3,233,Others
13488,17,13,8968.31,4,4,4,444,Champions
13489,105,4,449.52,3,2,2,232,Others
13491,52,10,1215.82,4,2,3,243,Others
13492,136,3,1269.84,3,2,3,233,Others
13493,275,2,618.63,3,1,3,133,At-Risk
13494,312,1,316.26000000000005,2,1,2,122,Others
13495,8,5,2044.87,4,4,4,444,Champions
13496,11,2,653.33,3,4,3,433,Loyal
13497,283,2,348.05,3,1,2,132,Others
13499,18,5,1159.11,4,4,3,443,Loyal
13500,23,3,1166.77,3,3,3,333,Potential Loyalist
13501,288,1,1340.32,2,1,3,123,At-Risk
13502,17,3,292.0,3,4,2,432,Loyal
13503,71,1,216.85,2,2,2,222,Others
13504,64,1,295.93,2,2,2,222,Others
13505,73,4,4393.63,3,2,4,234,Others
13506,316,2,458.52,3,1,2,132,Others
13507,3,4,2479.16,3,4,4,434,Loyal
13508,244,1,110.97,2,1,2,122,Others
13509,9,7,979.72,4,4,3,443,Loyal
13510,1,4,1791.56,3,4,4,434,Loyal
13512,261,1,251.21,2,1,2,122,Others
13513,127,1,205.1,2,2,2,222,Others
13514,74,1,152.20000000000002,2,2,2,222,Others
13515,73,4,891.12,3,2,3,233,Others
13516,21,3,1389.41,3,3,3,333,Potential Loyalist
13517,60,3,2128.42,3,2,4,234,Others
13518,86,1,627.16,2,2,3,223,Others
13519,78,1,122.75,2,2,2,222,Others
13520,59,6,3624.35,4,2,4,244,Others
13521,1,3,1071.73,3,4,3,433,Loyal
13522,30,1,125.8,2,3,2,322,Others
13523,33,5,3964.88,4,3,4,344,Potential Loyalist
13524,41,5,680.1800000000001,4,3,3,343,Potential Loyalist
13525,15,2,628.78,3,4,3,433,Loyal
13527,34,7,2242.36,4,3,4,344,Potential Loyalist
13529,79,2,307.76,3,2,2,232,Others
13531,205,2,483.8,3,1,2,132,Others
13532,34,1,210.31,2,3,2,322,Others
13533,183,3,269.09,3,1,2,132,Others
13534,2,25,5870.08,4,4,4,444,Champions
13536,1,7,3444.39,4,4,4,444,Champions
13538,43,7,1280.85,4,3,3,343,Potential Loyalist
13539,86,3,631.34,3,2,3,233,Others
13544,40,2,276.06,3,3,2,332,Potential Loyalist
13546,12,3,621.09,3,4,3,433,Loyal
13548,96,2,678.16,3,2,3,233,Others
13549,26,7,918.2,4,3,3,343,Potential Loyalist
13551,319,1,91.8,2,1,1,121,Others
13552,66,12,3740.07,4,2,4,244,Others
13555,74,4,4098.88,3,2,4,234,Others
13557,28,2,584.0600000000001,3,3,3,333,Potential Loyalist
13558,6,4,594.52,3,4,3,433,Loyal
13560,7,1,171.42000000000002,2,4,2,422,Others
13561,216,1,141.86,2,1,2,122,Others
13562,82,3,1799.33,3,2,4,234,Others
13563,84,2,777.53,3,2,3,233,Others
13564,144,3,1724.67,3,1,4,134,At-Risk
13565,19,2,240.22,3,3,2,332,Potential Loyalist
13566,41,2,856.84,3,3,3,333,Potential Loyalist
13568,173,1,187.05,2,1,2,122,Others
13569,17,2,338.62,3,4,2,432,Loyal
13570,243,1,239.49,2,1,2,122,Others
13571,13,12,2088.94,4,4,4,444,Champions
13572,206,1,1384.25,2,1,3,123,At-Risk
13573,50,2,290.25,3,3,2,332,Potential Loyalist
13575,23,5,732.0699999999999,4,3,3,343,Potential Loyalist
13576,10,18,6717.34,4,4,4,444,Champions
13577,25,4,1687.6,3,3,4,334,Potential Loyalist
13579,15,2,467.04,3,4,2,432,Loyal
13581,309,1,118.0,2,1,2,122,Others
13583,156,1,781.03,2,1,3,123,At-Risk
13584,307,1,142.4,2,1,2,122,Others
13587,64,1,712.4,2,2,3,223,Others
13588,16,9,2478.95,4,4,4,444,Champions
13589,15,2,379.65,3,4,2,432,Loyal
13590,11,6,1981.92,4,4,4,444,Champions
13591,65,3,1117.13,3,2,3,233,Others
13592,36,4,247.96,3,3,2,332,Potential Loyalist
13593,108,5,2011.88,4,2,4,244,Others
13594,53,1,396.97,2,2,2,222,Others
13596,6,2,664.11,3,4,3,433,Loyal
13598,47,1,160.04,2,3,2,322,Others
13599,1,21,5149.92,4,4,4,444,Champions
13600,312,1,219.52,2,1,2,122,Others
13601,45,2,693.32,3,3,3,333,Potential Loyalist
13602,65,1,428.89,2,2,2,222,Others
13603,26,1,164.34,2,3,2,322,Others
13606,29,3,276.75,3,3,2,332,Potential Loyalist
13607,40,1,675.51,2,3,3,323,Others
13610,12,7,1082.33,4,4,3,443,Loyal
13611,89,3,1154.4,3,2,3,233,Others
13614,24,4,1585.46,3,3,4,334,Potential Loyalist
13615,319,1,417.69,2,1,2,122,Others
13617,40,3,544.18,3,3,3,333,Potential Loyalist
13618,174,1,177.34,2,1,2,122,Others
13621,117,1,213.85,2,2,2,222,Others
13623,31,5,727.74,4,3,3,343,Potential Loyalist
13626,253,1,257.23,2,1,2,122,Others
13627,59,5,1638.47,4,2,4,244,Others
13629,23,11,7792.36,4,3,4,344,Potential Loyalist
13630,5,7,2031.78,4,4,4,444,Champions
13631,100,11,3070.42,4,2,4,244,Others
13632,25,5,2118.93,4,3,4,344,Potential Loyalist
13634,33,5,1547.36,4,3,4,344,Potential Loyalist
13635,68,1,1071.03,2,2,3,223,Others
13636,37,5,949.12,4,3,3,343,Potential Loyalist
13637,52,3,804.3,3,2,3,233,Others
13638,16,1,122.64,2,4,2,422,Others
13639,74,1,1033.34,2,2,3,223,Others
13642,216,1,312.28,2,1,2,122,Others
13643,31,3,519.44,3,3,3,333,Potential Loyalist
13644,16,4,2624.26,3,4,4,434,Loyal
13645,120,1,252.1,2,2,2,222,Others
13647,10,4,1648.12,3,4,4,434,Loyal
13649,257,2,346.6,3,1,2,132,Others
13650,17,6,1836.34,4,4,4,444,Champions
13651,35,2,94.2,3,3,1,331,Potential Loyalist
13652,46,3,1095.08,3,3,3,333,Potential Loyalist
13654,43,6,2707.33,4,3,4,344,Potential Loyalist
13655,114,2,932.97,3,2,3,233,Others
13656,165,2,379.65,3,1,2,132,Others
13657,11,2,382.14,3,4,2,432,Loyal
13658,10,5,2639.17,4,4,4,444,Champions
13659,206,2,1563.0,3,1,4,134,At-Risk
13662,86,3,881.26,3,2,3,233,Others
13663,179,1,189.47,2,1,2,122,Others
13666,60,3,84.65,3,2,1,231,Others
13667,149,1,299.05,2,1,2,122,Others
13668,3,21,6309.83,4,4,4,444,Champions
13669,51,2,218.55,3,3,2,332,Potential Loyalist
13670,75,1,349.7,2,2,2,222,Others
13672,301,2,186.39,3,1,2,132,Others
13673,19,2,387.44,3,3,2,332,Potential Loyalist
13675,151,2,486.8200000000001,3,1,2,132,Others
13678,152,1,232.6,2,1,2,122,Others
13680,1,4,3719.12,3,4,4,434,Loyal
13681,18,4,827.83,3,4,3,433,Loyal
13682,187,1,59.5,2,1,1,121,Others
13684,286,1,65.13,2,1,1,121,Others
13685,3,7,3119.44,4,4,4,444,Champions
13686,183,1,72.0,2,1,1,121,Others
13689,63,1,910.0,2,2,3,223,Others
13690,59,1,172.25,2,2,2,222,Others
13692,25,3,1488.32,3,3,3,333,Potential Loyalist
13694,4,50,65039.62,4,4,4,444,Champions
13695,31,15,2504.13,4,3,4,344,Potential Loyalist
13697,39,1,151.29999999999998,2,3,2,322,Others
13699,155,1,308.58000000000004,2,1,2,122,Others
13700,26,10,2248.63,4,3,4,344,Potential Loyalist
13703,318,1,99.5,2,1,1,121,Others
13704,5,9,2308.06,4,4,4,444,Champions
13705,8,3,711.86,3,4,3,433,Loyal
13706,303,1,330.79,2,1,2,122,Others
13707,267,2,806.41,3,1,3,133,At-Risk
13708,271,1,285.33,2,1,2,122,Others
13709,4,13,6307.650000000001,4,4,4,444,Champions
13710,32,1,180.48,2,3,2,322,Others
13711,219,2,252.06,3,1,2,132,Others
13712,247,1,228.84,2,1,2,122,Others
13715,281,5,1077.39,4,1,3,143,At-Risk
13716,269,1,138.28,2,1,2,122,Others
13717,32,6,1445.01,4,3,3,343,Potential Loyalist
13718,246,2,306.55,3,1,2,132,Others
13719,15,5,1041.68,4,4,3,443,Loyal
13720,117,4,799.9,3,2,3,233,Others
13721,36,1,524.14,2,3,3,323,Others
13722,132,3,2375.41,3,2,4,234,Others
13723,217,1,199.85,2,1,2,122,Others
13725,50,8,1980.56,4,3,4,344,Potential Loyalist
13726,39,2,1079.66,3,3,3,333,Potential Loyalist
13727,29,2,333.48,3,3,2,332,Potential Loyalist
13728,37,6,1016.14,4,3,3,343,Potential Loyalist
13730,136,2,752.6,3,2,3,233,Others
13731,219,2,610.59,3,1,3,133,At-Risk
13732,28,1,491.86,2,3,2,322,Others
13735,25,4,2883.54,3,3,4,334,Potential Loyalist
13736,5,2,729.8,3,4,3,433,Loyal
13737,200,1,339.59999999999997,2,1,2,122,Others
13739,18,1,216.9,2,4,2,422,Others
13740,241,1,350.75,2,1,2,122,Others
13741,72,3,668.4300000000001,3,2,3,233,Others
13742,17,12,3107.87,4,4,4,444,Champions
13743,3,7,1341.6,4,4,3,443,Loyal
13744,95,2,1080.52,3,2,3,233,Others
13745,162,1,300.04,2,1,2,122,Others
13747,374,1,79.6,2,1,1,121,Others
13748,96,5,948.25,4,2,3,243,Others
13750,54,5,1647.26,4,2,4,244,Others
13751,288,1,296.25,2,1,2,122,Others
13752,124,6,1175.38,4,2,3,243,Others
13753,288,1,741.26,2,1,3,123,At-Risk
13754,152,2,282.6,3,1,2,132,Others
13755,4,9,2108.06,4,4,4,444,Champions
13756,2,14,5189.52,4,4,4,444,Champions
13758,12,7,3190.55,4,4,4,444,Champions
13759,33,2,659.4100000000001,3,3,3,333,Potential Loyalist
13760,54,2,286.79,3,2,2,232,Others
13761,50,2,1070.65,3,3,3,333,Potential Loyalist
13762,219,1,306.72,2,1,2,122,Others
13763,63,1,1714.96,2,2,4,224,Others
13764,71,3,1519.42,3,2,4,234,Others
13767,2,37,17220.36,4,4,4,444,Champions
13769,2,10,2796.51,4,4,4,444,Champions
13771,64,4,2634.45,3,2,4,234,Others
13772,34,3,1122.63,3,3,3,333,Potential Loyalist
13774,82,1,345.0,2,2,2,222,Others
13777,1,33,25977.16,4,4,4,444,Champions
13778,103,1,178.7,2,2,2,222,Others
13780,7,2,360.01,3,4,2,432,Loyal
13781,251,1,127.84,2,1,2,122,Others
13782,13,6,908.86,4,4,3,443,Loyal
13784,10,11,2462.79,4,4,4,444,Champions
13786,367,1,230.4,2,1,2,122,Others
13787,76,2,309.04,3,2,2,232,Others
13790,4,1,348.79999999999995,2,4,2,422,Others
13791,128,2,1516.0,3,2,4,234,Others
13792,66,2,195.55,3,2,2,232,Others
13798,1,57,37153.85,4,4,4,444,Champions
13799,117,2,688.86,3,2,3,233,Others
13800,310,1,558.32,2,1,3,123,At-Risk
13801,67,1,324.8,2,2,2,222,Others
13802,139,3,4599.42,3,2,4,234,Others
13803,255,1,277.07,2,1,2,122,Others
13804,31,7,2588.39,4,3,4,344,Potential Loyalist
13805,52,2,924.6,3,2,3,233,Others
13806,64,1,256.38,2,2,2,222,Others
13807,367,1,112.6,2,1,2,122,Others
13808,6,5,1747.66,4,4,4,444,Champions
13809,305,1,155.05,2,1,2,122,Others
13810,29,3,1499.01,3,3,3,333,Potential Loyalist
13811,184,3,814.5,3,1,3,133,At-Risk
13812,42,3,539.0,3,3,3,333,Potential Loyalist
13813,40,4,1366.86,3,3,3,333,Potential Loyalist
13814,92,2,1579.12,3,2,4,234,Others
13815,22,4,4027.36,3,3,4,334,Potential Loyalist
13816,24,2,571.67,3,3,3,333,Potential Loyalist
13817,29,2,382.98,3,3,2,332,Potential Loyalist
13819,302,3,1140.35,3,1,3,133,At-Risk
13821,145,2,385.64,3,1,2,132,Others
13822,6,2,632.0,3,4,3,433,Loyal
13823,19,2,957.66,3,3,3,333,Potential Loyalist
13824,33,5,1698.94,4,3,4,344,Potential Loyalist
13826,176,1,189.5,2,1,2,122,Others
13827,58,3,409.8,3,2,2,232,Others
13828,22,1,209.49,2,3,2,322,Others
13831,16,6,2198.45,4,4,4,444,Champions
13832,19,1,52.2,2,3,1,321,Others
13833,159,1,383.85,2,1,2,122,Others
13835,25,4,834.57,3,3,3,333,Potential Loyalist
13837,212,2,266.59000000000003,3,1,2,132,Others
13838,6,4,674.82,3,4,3,433,Loyal
13841,253,1,85.0,2,1,1,121,Others
13842,59,9,3385.62,4,2,4,244,Others
13844,11,1,361.62,2,4,2,422,Others
13845,65,1,312.98,2,2,2,222,Others
13846,25,3,865.0600000000001,3,3,3,333,Potential Loyalist
13848,92,3,1255.0,3,2,3,233,Others
13849,52,2,1537.95,3,2,4,234,Others
13850,129,1,1595.48,2,2,4,224,Others
13851,96,3,2651.46,3,2,4,234,Others
13853,57,1,1090.14,2,2,3,223,Others
13854,9,25,8109.52,4,4,4,444,Champions
13856,169,3,388.5,3,1,2,132,Others
13858,57,1,216.17,2,2,2,222,Others
13859,326,1,201.16,2,1,2,122,Others
13860,1,5,1245.9,4,4,3,443,Loyal
13862,18,8,2209.36,4,4,4,444,Champions
13863,248,1,305.78,2,1,2,122,Others
13865,58,4,501.56,3,2,3,233,Others
13866,74,1,145.67,2,2,2,222,Others
13867,31,3,1005.09,3,3,3,333,Potential Loyalist
13868,7,2,3192.54,3,4,4,434,Loyal
13869,123,4,3083.65,3,2,4,234,Others
13870,2,8,2770.94,4,4,4,444,Champions
13871,23,13,6403.25,4,3,4,344,Potential Loyalist
13873,120,3,389.6,3,2,2,232,Others
13874,358,1,540.45,2,1,3,123,At-Risk
13875,54,5,1786.79,4,2,4,244,Others
13876,64,1,122.7,2,2,2,222,Others
13877,86,1,117.24,2,2,2,222,Others
13878,55,1,1271.57,2,2,3,223,Others
13880,21,13,3219.77,4,3,4,344,Potential Loyalist
13881,4,20,17159.52,4,4,4,444,Champions
13882,3,5,1191.13,4,4,3,443,Loyal
13883,11,5,2674.48,4,4,4,444,Champions
13884,7,5,787.6,4,4,3,443,Loyal
13885,189,2,506.8,3,1,3,133,At-Risk
13886,71,1,243.56,2,2,2,222,Others
13887,204,1,349.55,2,1,2,122,Others
13888,120,2,595.67,3,2,3,233,Others
